|character|text|type
292||"Pissed, Miguel peels away, kicking gravel back at Russell.
Pathetically, he reaches into his jacket and pulls out a
bottle of Jack Daniels.  He takes a healthy swig."|stage direction
293||CUT TO:|unknown
294||EXT. IRAQI DESERT - REFUGEE CAMP - NIGHT|location
295||"A tent city.  Ubiquitous overcrowding and poverty.  Several
hundred refugees settle down for the night.
Super:"|stage direction
296||Northern Desert, Iraq|unknown
297||"A BEDOUIN stokes a small fire besides his family's tent.
Suddenly a group of shouting SCREAMING TRIBES PEOPLE come
rushing past him.
The Bedouin watches them with confusion.  Overcome with
curiosity he goes against the tide of people, up the hillside.
As the Bedouin reaches the top of the hillside, his mouth
falls open, aghast as he SEES...
THE SKIES -"|stage direction
298||THE PHENOMENON|unknown
299||"Creeping from across the horizon above the rocky mountain
terrain, a wide"|stage direction
300||FIREBALL|unknown
301||"high in the sky, flaring and
exploding.  A terrifying sight."|stage direction
302||CUT TO:|unknown
303||EXT. USS EISENHOWER - AIR CARRIER - ESTABLISHING - DAWN|location
304||Super:|stage direction
305||Battle Carrier, USS Eisenhower - Persian Gulf|unknown
306||INT. USS EISENHOWER - RADAR ROOM - DAY|location
307||"A loud KLAXON ALARM is ringing out.  The FIRST LIEUTENANT
comes rushing in."|stage direction
308|LIEUTENANT|Ensign, status?|speech
309|SAILOR #1|"We have a total radar black out
over a thirteen kilometer area."|speech
310||"The Lieutenant moves over to the main radar screen.  The
entire upper portion of the screen is BLANK.  And the blank
area is MOVING."|stage direction
311|LIEUTENANT|Have a complete diagnostic run...|speech
312|SAILOR #1|"Excuse me sir, radar may be
malfunctioning but infrared is off
the map!"|speech
313||"He diverts the Lieutenant's attention to another screen; A
BRIGHT SEA OF RED light bleeds off the map."|stage direction
314|LIEUTENANT|"Get the CINC Atlantic Command on
the line."|speech
315||CUT TO:|unknown
316||INT. PENTAGON - COMMANDING CENTER - DAY|location
317||"A technical OFFICER rips off a data sheet as it shoots out of
the printer and rushes over to the Commanding Officer."|stage direction
318|OFFICER|"Sir, we now have visual range with
incoming over Iraqi airspace."|speech
319|COMMANDING OFFICER|A second sighting?|speech
320|OFFICER|"Yes Sir, this just came in from
the Eisenhower."|speech
321||The Commanding Officer grabs a phone laying off the hook.|stage direction
322|COMMANDING OFFICER|Correction, we have|speech
323||two|unknown
324||confirmed|stage direction
325|COMMANDING OFFICER|"visual contacts.  One over Iraq,
one over the Pacific."|speech
326||INT. OVAL OFFICE - DAY|location
327||"The room is packed.  The President and his chief advisors are
there along with the Joint Chief of Staff.  Representatives
from the Atlantic Command and U.S. Space Command have formed
small clusters around telephones."|stage direction
328|GENERAL GREY|Where in the Pacific?|speech
329||(turning to the President)|location
330|GENERAL GREY|"They've spotted one off the
California coast line."|speech
331||"Surrounded by the Secret Service, the President is speechless.
Constance Halbrook comes rushing into the room and whispers to
the President."|stage direction
332|PRESIDENT|Put it on.|speech
333||"Constance moves over to a cabinet and turns on the T.V. (the
reception is still fuzzy, picture ""rolling"").  The CNN News
broadcast shows the phenomenon over Novosibirsk, Russia.
There is mass hysteria behind the reporter."|stage direction
334||(filtered)|location
335|NEWSCASTER|"...sightings of this atmospheric
phenomenon have been reported here
in Novosibirsk, Russia and other
parts of Siberia.  Moving too
slowly to be a comet or meteor,
astronomers are baffled as to its
origin..."|speech
336||Everyone is locked onto the television, mesmerized.|stage direction
337||(filtered)|location
338|NEWSCASTERS (cont'd)|"...Widespread panic has gripped
the countryside as thousands have
taken to the streets and clogged
the highways.  Hundreds have been
injured..."|speech
339||"General Grey confers with the Atlantic command CINC.  He nods,
turns to the President and whispers."|stage direction
340|GENERAL GREY|"Mr. President, we have an AWAC on
the west coast.  E.T.A. with
contact point, three minutes."|speech
341||INT. AWAC AIRPLANE - DAY|location
342||"Wall to wall computer, radar and intelligence gathering
equipment.  Technicians frantically try to adjust as the
system goes hay wire."|stage direction
343||(reporting into radio)|location
344|RADAR TECH #1|"It's no use.  Side radar doesn't
see a thing!"|speech
345||(reporting)|location
346|RADAR TECH #2|"That's correct.  We're IMC blind,
sir."|speech
347||"We TRACK across them over to the pilots and into the cockpit.
Cloudy skies.  The PILOT squints out the window as he speaks."|stage direction
348|PILOT|Negative.  We still have|speech
349||zero|unknown
350|PILOT|visibility.|speech
351||EXT. AWAC AIRPLANE - CLOUDY SKIES - DAY|location
352||"ZOOMING overhead as we SEE the AWAC sailing through a thick
cloudy sky.
Super:
Pacific Coastline, California
The AWAC disappears from view into the clouds."|stage direction
353||INT. OVAL OFFICE - SAME|location
354||"The President and his top advisors are gathered around a
speaker phone listening to the pilot of the AWAC."|stage direction
355||(filtered)|location
356|PILOT|"Instrumentation is malfunctioning.
We can't get any kind of reading
on what's in front of us."|speech
357||INT. AWAC - SAME|location
358||The Pilot squints as he tries to see through the clouds.|stage direction
359|PILOT|Wait a minute, it may be clearing.|speech
360||"Suddenly the clouds part before us and we're face to face with
a"|stage direction
361||WALL OF FLAMES|unknown
362||INT. AWAC - SAME|location
363||The speaker phone cracks and distorts.|stage direction
364||(filtered)|location
365|PILOT|Jesus God!  The sky's on fire!|speech
366||EXT. AWAC AND PHENOMENON - SAME|location
367||"The AWAC attempts to climb sharply as we get our first real
look at the atmospheric phenomenon.  Majestic and monstrous.
The AWAC is not going to be able to make it.
Quickly it is ENGULFED in the flames."|stage direction
368||INT. OVAL OFFICE - SAME|location
369||The phone line goes dead.  General Grey spins to an AIDE.|stage direction
370|GENERAL GREY|Get them back on line.|speech
371||(on other phone)|location
372|AIDE #1|Line's gone, sir.|speech
373||The ATLANTIC COMMAND CINC, turns from a different phone.|stage direction
374|AAC CINC|"Two more have been spotted over
the Atlantic.  One is moving
toward New York, the other is
headed this direction."|speech
375|CHIEF OF STAFF|How much time do we have?|speech
376|AAC CINC|Less than ten minutes.|speech
377||(turning to aid)|location
378|NIMZIKI|"Organize a military escort to
Crystal Mountain."|speech
379||(to President)|location
380|GENERAL GREY|"Sir, I strongly recommend we
move you to a secured location
immediately."|speech
381||... The President hesitates, he turns to Constance.|stage direction
382|PRESIDENT|"Can we expect the same kid of
panic here as in Russia?"|speech
383|CONSTANCE|More than likely.|speech
384|NIMZIKI|"Mr. President, you can discuss
this on the way."|speech
385||Torn, the President grapples with a decision.  Finally...|stage direction
386||I'm not leaving.|unknown
387|NIMZIKI|"We must maintain a working
government in a time of crisis..."|speech
388|PRESIDENT|"I want the Vice President,
Secretary of Defense, the whole
Cabinet and the Joint Chiefs taken
to a secured location.
I'm staying here.  I am"|speech
389||not|unknown
390||going|stage direction
391|PRESIDENT|"to add to a public hysteria that
could cost lives."|speech
392|NIMZIKI|But, Mr. President...|speech
393|PRESIDENT|"So far these things have not
become hostile.  For the moment
let's assume they won't."|speech
394||(to Constance)|location
395|PRESIDENT|"Connie, let's issue statements
advising people not to panic, to
stay home and take cover."|speech
396||"Constance issues commands to her staff as they quickly
exit along with most people in the room.  General Grey goes
over to the President."|stage direction
397|GENERAL GREY|"With your permission, Mr.
President, I'd like to remain my
your side."|speech
398|PRESIDENT|I had a feeling you would.|speech
399|GENERAL GREY|Sir, what happens if they|speech
400||do|unknown
401|GENERAL GREY|become hostile?|speech
402|PRESIDENT|Then God help us.|speech
403||CUT TO:|unknown
404||INT. DAVID'S CUBICLE - DAY|location
405||"On the T.V. behind David, news footage of the phenomenon in
Russia plays silently.  Oblivious, David works his computers."|stage direction
406||(stopping in doorway)|location
407|FEMALE CO-WORKER|David, are you watching this?|speech
