|character|text|type
181|CONOR|"If you send me away now, Mara,
I'll not come looking for you."|speech
182||(crying)|unknown
183|MARA|Do what you must.|speech
184||Resigned, Conor turns and limps away.|stage direction
185||"DISSOLVE TO:
17  INT. ANTIQUE SHOP - DAY                                         17"|unknown
186||"Classy antiques.  Unusual.  Clocks, tables, chests.  Small and
personal.
Richard Taupin enters and sheds his overcoat."|stage direction
187|RECEPTIONIST|"Mrs. Thompson agreed to settle for
fifteen, Melvin's wants to make a
pick-up at three o'clock, the coffee
machine's broken, and there's a
Miss Cartwright from the Smithsonian
in your office."|speech
188||Taupin is hardly in the mood.|stage direction
189||18  INT. TAUPIN'S OFFICE                                            18|unknown
190||"Brenna Cartwright stands in Taupin's cluttered surroundings
admiring a bagpipe set neatly on a shelf."|stage direction
191|BRENNA|Do you play?|speech
192|TAUPIN|Yes.|speech
193|BRENNA|Very traditional.|speech
194||"Taupin sits down and begins sorting through a stack of papers
on his desk."|stage direction
195||(impatient)|unknown
196|TAUPIN|"Miss Cartwright, what is it I can
do for you?"|speech
197|BRENNA|"I'd like to ask you about the
claymore."|speech
198|TAUPIN|It's not mine.|speech
199|BRENNA|"It's quite rare you know, some-
thing so common in its time so
well looked after all these years."|speech
200|TAUPIN|"Miss Cartwright, unless you have
come here to sell the sword,
there's very little I can help
you with.  Now if you will excuse
me, I have a great deal of work
to do."|speech
201||Brenna has taken a carving from the shelf.|stage direction
202|BRENNA|Byzantine?|speech
203|TAUPIN|Basil the II.|speech
204|BRENNA|"Charming guy, Basil.  Once after
beating an army of Serbians he
blinded all but-"|speech
205|TAUPIN|"-All but one out of a hundred, I
know.  All left to be led like
donkeys back home.  Now if you will
please-"|speech
206||"Brenna suddenly tosses the carving at him.  Taupin snatches it
out of the air with lightning precision."|stage direction
207|BRENNA|Good reflexes.|speech
208|TAUPIN|Good day, Miss Cartwright.|speech
209||19  INT. SMITHSONIAN MUSEUM DEPARTMENT OFFICE                       19|unknown
210||"A lonely, ancient room full of equal parts dust and oaken
study tables.
The department SUPERVISOR sits at his desk surrounded by a
handful of his staff RESEARCHERS - Brenna included.  A faded,
stern portrait of some forgotten curator presides over propped
up feet, cold coffee, and half eaten sack lunches."|stage direction
211|BRENNA|I don't believe him.|speech
212|SUPERVISOR|Why?|speech
213|BRENNA|"He's too cool.  Too sharp.  I
think he's got something to
do with it."|speech
214|RESEARCHER #1|"Oh, has your penetrating research
on 9th Century Lithuanian dildos
suddenly made you an expert on the
criminal mentality?"|speech
215|BRENNA|Screw off, Larry.|speech
