|character|text|type
134|BACK THE|SAN MEDUSO 1982.|speech
135|CONTINUED|18.|speech
136|"34
34 CONTINUED(3)"|"The wine steward whispers sharply in French to the
waiter, then turns back to the table."|speech
137|STEWARD|"Please forgive us. We bring the bel
Reme.at once. Gratis.
Julie addresses the baron."|speech
138|JULIE|"At any rate, our offer stands at
forty-eight...
As she rises:"|speech
139|JULIE|".And if we can't toast, we prefer
not to drink. These gentlemen and I
have other business to attend to, so
if you'll excuse us...
Strack Sr. rises, angrily. He turns to leave with her,
murmuring under his breath:
STRACK SR.
I told you to make this deal.
Von Hoffenstein calls after them his wine glass held"|speech
140|"HIGH:
VON HOFFENSTEIN"|"Permit me, madame! Too fine a vine
not to use for a toast!"|speech
141|"CUT TO:
35"|"35 EXT. HUNT CLUB LOBBY - DAY
As Julie and the Stracks are leaving, Julie. accidentally
brushes against the Steward and exchanges a few words.
Strack Jr. had been watching. He approaches the steward.
STRACK JR.
How much did she pay you?"|speech
142|CONTINUED|19.|speech
143|"35
35 CONTINUED
STEWARD
(OUTRAGED)"|"Monsieur, I don't know what you are
talking about!
STRACK JR.
For that little trick with the labels.
He takes the stewards fist in his and unfurls the
steward's fingers. Revealing--A HUNDRED DOLLAR BILL.
Strack Jr. turns to Julie's retreating figure and
smiles."|speech
144||"CUT TO:
36"|location
145|"35
35 CONTINUED
STEWARD
(OUTRAGED)"|"36 INT WESTLAKE LAB - DAY - A GLASS BEAKER
filled with clear fluid. Above it is another beaker
filled with a brown crystalline substance. Above that is
an empty beaker.
WHOOOSH!
The fluid disappears from the bottom beaker and instantly
reconstitutes in the top beaker as a steaming brown
fluid."|speech
146|37|"37 A pre-measured amount flows down coiled tubing into a
coffee mug; a hand enters to add a dollop of half-and-
half...Peyton's hand... He raises the mug of coffee to his
lips.
He looks down into his microscope."|speech
147|PEYTON|.Time, Yakitito.|speech
148|YAKITITO|"Ninety eight minute.
A light goes out, leaving the lab in darkness except for
the glow from the computer screen."|speech
149|YAKITITO|.Is a bulb. I get a fresh.|speech
150|CONTINUED|20.|speech
151|37 CONTINUED|As he rummages in a drawer:|speech
152|YAKITITO|So, did you ask her?|speech
153|PEYTON|"Tonight.
Out of habit, Peyton glances back to the microscope."|speech
154|YAKITITO|"This is unbelievable! You been saying
tonight for weeks and still you don't
ask her! Maybe I ask to marry you."|speech
155|PEYTON|"Your father would never approve of me.
Yakitito stares at him in puzzlement. Then:"|speech
156|YAKITITO|"216, no, I ask he if gbg marry you. I
Peyton looks through the microscope;"|speech
157||The cells still pulsate with life.|stage direction
158||39|location
159||"CRIES OUT;
PEYTON"|location
160|39 PEYTON|Time, Yakitito!|speech
161|YAKITITO|"Huh?! One hundred minute!
Peyton grips at the table with excitement."|speech
162|PEYTON|The cells are holding, Yakitito.|speech
163|"CONTINUED
CONTINUED'"|22.|speech
164|"41
41 CONTINUED
PEYTON
(SMILING)"|"Okay, Yakitito, you made your
point...Yakitito--
Yakitito is out of control."|speech
165|YAKITITO|"Dr. Westlake punch the wall! Dr.
Westlake punch the wall!"|speech
166|"PEYTON
(CONCERNED)"|"Quickly .The function of sinusoidal
currents in electrogenesis?
The basketball appears in Yakitito's hands."|speech
167||"You Punch You answer the
quesiton.
flinches,"|stage direction
168|YAKITITO|"to c ch t winds back to toss u B e i ball pump -faked
to cat ch t he ball. t ever comes-- Yakitito"|speech
169||T N|location
170|CUT TO:|"23.
42 INT. LIMOUSINE - DAY 42
Trolling through the city. In the back Strack Sr. and
Strack Jr., both reading financial papers. We hold on the
two men for a long time. Their utter stillness and silence
grows unsettling. Finally:
STRACK JR.
Gold Kugerands are looking attractive.
Another long pause.
STRACK SR.
Are those the ones with the chocolate
centers?
Another pause.
STRACK JR."|speech
171|(DRILY)|"Gold currency, father, as you know.
And yet another pause.
STRACK SR.
Krugerrands. Sounds like a frog trying
to burp. Strack Industries will stick
with real estate. You remember that."|speech
172|43 THE LIMO 43|"suddenly glides into a rundown Texaco station.
44 INT LIMOUSINE - TEXACO STATION - DAY 44
STRACK SR.
What the hell!"|speech
173|DRIVER|"We have a flat, sir. I'm sorry.
STRACK SR.
You should be. This'll come out of
your wages.
24."|speech
174|45|"45 EXT. LIMOUSINE
The driver gets out and stoops to examine the tire."|speech
175|THE TIRE|is'NOT flat.|speech
176|THE DRIVER|"discretely removes a straight-razor from his coat pocket
and approaches the tire."|speech
177|46|"46 INT. LIMOUSINE
After a pause, Strack Sr. rises heavily to his feet.
STRACK SR.
Time I took a leak anyway. Damn
prostate. There's only one thing I
gotta do myself and I gotta do it
twenty times a day.
Strack Sr. exits the car."|speech
178|47|"47 EXT. LIMOUSINE
Strack Sr. bends to examine the tire."|speech
179|THE TIRE|"is now deflated.
STRACK SR.
ments room. CAMERA MOVES"|speech
180|RUN-DOWN|"scowls, and heads ltoward Taaf him r eveal
QUICKLY AWAY AND
Coming toward him, about twenty feet away:
A WELL-DRESSED MAN WITH A NEWSPAPER
walking hurriedly, head bowed to the wind. CAMERA MOVES
BACK TO..."|speech
181|CONTINUED|25.|speech
182|47 CONTINUED|"STRACK SR.
who hobbles directly toward the man. CAMERA SWISHES in
front of Strack Sr. to again reveal."|speech
183|THE MAN|"Closer now. A one-quarter-view of the man's downturned face.
he looks up--revealing DURANT! A terrible malevolent
grin as he lifts his newspaper. We make out the muzzle of a
silencer. CAMERA SWISHES TO.
CLOSE SHOT OF STRACK SR.
A muffled POP as he jerks backward, clutching his chest."|speech
184|HIGH ANGLE|"The two men pass.
48 INT. LIMOUSINE 48
Strack Jr. glances out the window.
49 EXT LIMOUSINE - HIS POV 49
Strack Sr. crumbling to the ground atop a black cable.
A bell sounds continuously within the service station.
DING! DING! DING! DING!
STRACK JR.
Father?
STRACK JR.
races out of the car and rushes over to his father.
STRACK JR.
Father!
STRACK SR.
lies motionless on his stomach. Strack Jr. turns him over,
revealing that Strack Sr.'s chest is flooded in BLOOD."|speech
185|"CONTINUED
2-17-1989)"|"(Revised Scene Numbers
26."|speech
186|"49
49 CONTINUED"|"A SCREECHING SOUND
as a midnight blue Lincoln Continental races away from the
scene.
STRACK JR.
lifts his father. Emotion etched on every line of his
face, he cradles the old corpse in his arms, lifting him
off the black cable, and the ringing sound is finally
silenced."|speech
187|"CUT TO:
50"|"50 EXT. STREET WESTLAKE LAB - NIGHT
A cab pulls up in front of an industrial building. Julie
gets out and goes through the front door."|speech
188|51|51 INT. WESTLAKE LAB BUILDING - NIGHT|speech
189|DARKNESS|"Julie ascending a flight of shadowy stairs. The steps
creak as she climbs them. We hear the eerie drip, drip,
dripping of a water pipe."|speech
190||is uneasy. She halts halfway up the stairs to listen. We|stage direction
191|JULIE|"hear only the scurry of
cautiously.
THE LAB DOOR
Julie reaches the landing and knocks... causing the door to
open with a CREAK..."|speech
192|52|"52 INT WESTLAKE LAB - NIGHT
...Julie moves tentatively through the lab, increasingly
frightened, sensing the presence of another person."|speech
193|JULIE|Peyton?|speech
194|CONTINUED '�|27.|speech
195|52 CONTINUED 52|"No answer. As she starts to back towards the door she
brushes against a table. Something rolls and SHATTERS on
the floor ...a test-tube.
A BEAM OF LIGHT
extends from one wall to the other. Reacting to the
shattered test-tube, Julie steps backward into the beam."|speech
196|CLICK|"a photic-sensor picks up the disturbance.
CRASH! CRASH! CRASH!
Corrugated steel coverings slide down the windows, blocking
out all light from the laboratory... There's a WHIRRING"|speech
197|"SOUND AS:
SPEAKERS"|extrude slowly from slots over the windows.|speech
198|A VOICE|"fills the room. It is a hollow Voice that echos about the
lab."|speech
199|VOICE|"Please be seated.
A spotlight SNAPS on, illuminating a chair behind her.
Numbly, she sits in it."|speech
200|A SCREEN|"tak l in of her. Tvoice
tak cati nal
essono heomonotonousltone ofoatnarrator ofhedu
films."|speech
201|VOICE|"ve. ow does it work? A Westlake
Yanigita presentation.
A smile spreads across Julie's face."|speech
202|CONTINUED|28.|speech
203|52 CONTINUED(2)|"A slide is projected on the screen. It shows a sunset
over the ocean. Very corny, distorted music over this
shot."|speech
204|VOICE|"Love. Science is perplexed over this
great mystery.
Shot of Peyton and Yakitito in white lab coats, identical
looks of perplexity on their, faces.
Julie laughs."|speech
205|VOICE|"What are the causes of love? How do
we detect its presence? What are its
effects? These are some of the
questions we will investigate in this
lesson.
Again the sunset and distorted music."|speech
206|VOICE|"Part one. je origins 21 ve.
The sunset is replaced by split-screen photos of Peyton and
Julie, age twelve. Peyton peers into a test-tube through
glasses too big for his face. Julie assumes a mock-debonair
pose for the camera."|speech
207|VOICE|"These lovers first met on a seventh
grade field trip to the planetarium...
Shot of the night sky, rich with stars and galaxies."|speech
208|VOICE|"While the narrator discussed the
origins of the universe, Peyton held
Julie's hand.
Shot of a somewhat nerdy Peyton with his arm stiffly around
Julie."|speech
209|CONTINUED|29.|speech
210|"52 CONTINUED(3)
JULIE"|You were so slick.|speech
211|VOICE|"Our test-subjects were soon--to use
the jargon of teenagers--""going out.
"" This ""going out"" period can be as
short as a single date, or as long as
a lifetime.
Montage of Peyton and Julie throughout the years."|speech
212|VOICE|"In the case of these two--a rare
phenomenon--it lasted twenty years."|speech
213|JULIE|"Although we broke up sixteen times.
Sunset and distorted music."|speech
214|"VOICE
TUA"|"Part two. Mating rumpled bed,
The sunset is replaced by a shot of Julie on a
working on legal briefs, a camera-faced shadow crossing the
image."|speech
215|VOICE|"Certain objects develop a special,
shared meaning to lovers. Here are
some objects significant to our test
subjects.
Shot of coffee-rings on a table."|speech
216|VOICE|"The coffee rings Peyton tends to
leave. They irritate Julie, and he
leaves them everywhere!
Quick shots. Coffee rings on a lab report. Coffee rings on
a book-shelf. Coffee rings on a wall and ceiling.
Julie laughs."|speech
217|CONTINUED|30.|speech
218|"52 CONTINUED(4)
VOICE"|"Yet such minor irritations can
strangely become endearing to the
other mate."|speech
219|JULIE|"Not just yet they haven't.
The slide changes to a shot of a bottle covered in wax."|speech
220|VOICE|"The bottle of Dom Perignon Champagne
Julie gave Peyton for his twenty-first
birthday. Now it serves as a candle
holder."|speech
