|character|text|type
274|SANCHEZ|"Option 1: you can send em downtown.
If Judge Collins didn't get laid
last night, you can probably get him
to arraign my clients for loitering
in their own hallway. He'll set bail.
I'll take care of it. Option 2:
release them here and now and we'll
call it a day."|speech
275||(pause)|location
276|SANCHEZ|Up to you.|speech
277|EDDIE|I like to see you earn your money.|speech
278||Sanchez backs off. We follow Eddie down the hall.|stage direction
279||INT. KATES' OFFICE - DAY|location
280||"The head of Area Four, COMMANDER KATES, is grilling Cragie
and Kosalas."|stage direction
281|CRAGIE|"We come up the back stairs. We start
cleanin' the hallway when the deceased
pops out of a doorway with a 25
automatic. I tell him to drop it,
but he's comin. We had no choice.
Kosalas here saw the whole thing."|speech
282||Kates turns to Kosalas.|stage direction
283|KATES|Did you?|speech
284||Kosalas looks haggard.|stage direction
285|KOSALAS|I was on another doorway...|speech
286|KATES|But you saw the action?|speech
287|KOSALAS|I saw him fall.|speech
288|KATES|And the kid was armed?|speech
289|KOSALAS|That's the way it went down.|speech
290|KATES|And you saw the weapon?|speech
291||(nods)|location
292|KOSALAS|Yes sir. I saw it in his hand.|speech
293|KATES|O.K.|speech
294||(signs document)|location
295|KATES|"Cragie, you'll be assigned to
headquarters until the hearing --"|speech
296|CRAGIE|"Hearing? Who called for a hearing?
The little fuck tried to shoot me in
the back!"|speech
297||Eddie enters. Kates looks up from his desk.|stage direction
298|KATES|Ms. Partida --|speech
299|CRAGIE|That piece of shit!|speech
300|KATES|Shut-up, Cragie.|speech
301||(pause)|location
302|KATES|"Partida has demanded a formal hearing.
You will be under oath so the
department will provide you with a
lawyer unless you've got your own."|speech
303||(stands)|location
304|KATES|"An OPS Review Board member is waiting
to talk to you. Doesn't sound like
you got anything to worry about."|speech
305||"Cragie gets up. Kosalas, sitting through this interview in
stunned silence stands also."|stage direction
306|KATES|"Kosalas, you work with Cusack until
this is over."|speech
307|KOSALAS|Yes sir.|speech
308||Kosalas and Cragie exit.|stage direction
309|EDDIE|"I ain't got no time to nursmaid a
rookie. I don't need a partner."|speech
310||(explodes)|location
311|KATES|"Your right! You don't need a partner!
You need a goddamn keeper!"|speech
312||(slams fist on desk)|location
313|KATES|"Jesus Christ! How do I explain this
one upstairs?"|speech
314||(stands)|location
315|KATES|"We gave you 600 man-hours, you took
a month planning the damn thing, and
what have you got to show for it?
Nine bodies? A dead informant? One
of my best men shot! For Christ's
sake!"|speech
316||(stares at ceiling)|location
317|KATES|"You're going to have me back on a
beat busting perverts in the park."|speech
318||Kates sits, sighs, suddenly tired.|stage direction
319|EDDIE|"We got a bigger problem. These
Comachos aren't gonna take this lying
down. The animals are out of the
cages."|speech
320|KATES|Just what I need. A goddman war.|speech
321||Eddie turns to leave.|stage direction
322|KATES|"Keep track of this business with
Cragie?"|speech
323|EDDIE|Yeah.|speech
324||The PHONE RINGS.|stage direction
325|KATES|I'll deal with upstairs.|speech
326||"Eddie starts to leave again. Kates picks up the phone, and
puts a hand over the mouthpiece."|stage direction
327|KATES|Just get me some answers, huh.|speech
328|EDDIE|That's my job.|speech
329||Eddie exits.|stage direction
330||INT. HEADQUARTERS OFFICE - DAY|location
331||"Kosalas, without an attorney, is being interviewed by Partida.
A court stenographer is silently typing."|stage direction
