|character|text|type
143||"Pull back to reveal...
ALEX and JASON are in a fully macked out Airstream,
sitting on a bed, leaning over an open screenplay. We
can tell from our surroundings that Jason is a big deal
Hollywood action star, and this trailer is his home away
from home.
She licks the bridge of his nose, then kisses him again."|stage direction
144|ALEX|Let's have it rewritten.|speech
145||"As she smiLes, a cell phone RINGS. Both Alex and Jason
reach for their phones. It's hers."|stage direction
146||ALEX (CONT'D)|unknown
147|ALEX|Hello?|speech
148||EXT. JASON'S AIRSTREAM - DAY|location
149||"Jason stands in the doorway in his robe as Alex tosses
her stuff in the back of a very excellent car."|stage direction
150|JASON|So when you coming back?|speech
151||ALEX|unknown
152|JASON|"Not sure.   Whenever I can.      I'll
call you."|speech
153|JASON|Oh, great, that's helpful.|speech
154||(watching her prepare to go)|unknown
155|JASON|"I don't get it, what kind of
executive assistant is on 24 hour call?"|speech
156|ALEX|A very good one.|speech
157|JASON|You ask me, your boss is an asshole.|speech
158||(beat)|unknown
159|JASON|"When do I get to meet this Charlie
guy, anyway?"|speech
160||(CONTINUED)|unknown
161||"CHARLIE'S ANGELS - 8/18/99                                  12.
CONTINUED:"|stage direction
162|ALEX|Charlie's not very social.|speech
163|JASON|"Yeah, well I think you should
quit."|speech
164|ALEX|Charlie needs me.|speech
165||JASON|unknown
166|ALEX|I need you.|speech
167||"Alex looks back -- that was more personally revealing
than she expected.
A P.A. comes up next to Jason."|stage direction
168||P.A.|unknown
169|ALEX|"Mr. Gibbons?   We're ready for you
on the set."|speech
170||Jason nods, then back to Alex.|stage direction
171|JASON|I gotta go save the world.|speech
172||Alex smiles at the irony of that.|stage direction
173||ALEX|unknown
174|JASON|My hero.|speech
175||She blows him a kiss and speeds off.|stage direction
176||EXT. BEACH APARTMENT WALKWAY - DAY|location
177||"Natalie KNOCKS on the door to 113.      A beat later, the
door swings open to reveal BOB.
Natalie SCREAMS in astonishment."|stage direction
178||"BOB
(freaked)"|unknown
179|JASON|What!   Natalie, what?|speech
180|NATALIE|I thought you were dead.|speech
181||She pushes past him.|stage direction
182||INT. BOB'S APARTMENT - DAY|location
183||"Natalie makes a beeline for his keys on the table.
Starts taking one key off the ring."|stage direction
184||(CONTINUED)|unknown
185||"CHARLIE'S ANGELS - 8/18/99                                     13.
CONTINUED:"|stage direction
186|NATALIE|"I thought the police might be here.
Or your neighbors. Or your parents,
here to identify your remains."|speech
187||"He has no idea what she's talking about.         She goes to
THE BATHROOM,
where she retrieves a toothbrush."|stage direction
188|NATALIE (CONT'D)|"I saw your car was here, so I knew
you weren't carjacked and brutally
beaten, left to die on the highway."|speech
189||Her cell phone RINGS.|stage direction
190||BOB|unknown
191|NATALIE (CONT'D)|I'm not...|speech
192||She holds up a finger, just a sec.|stage direction
193||(answering phone)|unknown
194|NATALIE|Hello. Absolutely. I'll be right in.|speech
195||She hangs up.|stage direction
196||BOB|unknown
197|NATALIE|I'm not dead.|speech
198|NATALIE|"But you can understand why I
thought so. You missed our date
last night. You didn't call or
anything. I was just sitting
there by myself."|speech
199||ANGLE ON Bob.    What can he say?|stage direction
200|NATALIE (CONT'D)|"I can tolerate a lot, but punctuality
and attendance, those rank very high
in my list of dating priorities."|speech
201||BOB|unknown
202|NATALIE (CONT'D)|I can explain.|speech
203||Behind Natalie, a door opens.          A topless BLONDE looks out.|stage direction
204||BLONDE|unknown
205|NATALIE (CONT'D)|Bobby?|speech
206||"BOB
(to Natalie)"|unknown
207|NATALIE (CONT'D)|I can explain.|speech
208||(CONTINUED)|unknown
