|character|text|type
246||INT. DINER -- NIGHT|location
247||Watters, nodding, wiping red sauce off her fingers.|stage direction
248|WATTERS|"Three hours t'the east. S'day trip.
Pretty this time a'year too..."|speech
249||Sykes sets her fork down, wipes her hands on a napkin.|stage direction
250|SYKES|"We gotta lay something out, strategy-
wise. Somethin' tight. Y'go in there
ad-libbing, it's y'ass."|speech
251|WATTERS|What are we talkin' on the split...|speech
252|WYMAN|"Forty-five apiece for you two, ten
percent finders fee for me."|speech
253|SYKES|What's the time frame?|speech
254|WYMAN|"Right mafuck'n now girl. Fast as we
can get you there. We wait any
longer, someone goin' dead this fool."|speech
255|MESSNER (V.O.)|...Then we lose our witness.|speech
256||CUT TO:|unknown
257||INT. BRIEFING ROOM -- DAY|location
258||The briefing continues.|stage direction
259|LOCKE|"We lose our case. Twenty-four hours
from now, he's scheduled to meet
with federal prosecutors. His agent,
a man by the name of Morris Mecklen,
has guaranteed us that he'll enter
into protective custody once his
deal is approved."|speech
260||CUT TO:|unknown
261||"MORRIS MECKLEN, 60's, bloated, bad combover, agent to the
Vegas vanguard. He sits at his desk, jawing into the phone.
On the wall, framed photos; Wayne Newton, Buddy Hackett,
Carol Channing and a triple-chinned, near-the-end Elvis."|stage direction
262||18.|unknown
263|LOCKE (V.O.) (CONT'D)|"We've been monitoring Mecklen's calls
and have learned that Israel is
staying in the penthouse level of
the Nomad Hotel and Casino in Lake
Tahoe, Nevada under an assumed name."|speech
264||CUT BACK TO SCENE:|stage direction
265||INT. BRIEFING ROOM -- CONTINUOUS|location
266|CARRUTHERS|Right there? In the high-roller suite?|speech
267|MESSNER|It's the last place they'd look.|speech
268|LOCKE|"Israel's legal representation, the
firm of Culpepper, Brody and Reed,
which is currently the subject of a
joint SEC and Treasury Department
probe, were left holding the bag
after he skipped bail. Over three-
quarters of a million dollars on a
bond that's set to expire in less
than a day. Rupert Reed, one of the
firm's partners, has learned of
Israel's whereabouts and dispatched
a local bondsman by the name of Jack
Dupree to pick him up and return him
to Las Vegas...that can't happen."|speech
269||(beat)|location
270|LOCKE|"We have a Gulf Stream standing by at
Reagan International to transport
you two to Lake Tahoe."|speech
271||(pause, with weight)|location
272|LOCKE|"It's very simple gentlemen. Valacchi,
Fratiano, Gravano-- no former witness
against the mob has been as crucial
or has brought more to bear on the
potential dissolution of The La Cosa
Nostra, than Buddy Israel."|speech
273||"SMASH CUT TO BLACK:
MONTAGE
Over this entire sequence WE HEAR Agent Locke speaking:
The cylinder of a .44 Magnum is popped, a speed-load dropped
in, spun and snapped shut-- Porn mags and crossword puzzle
compendiums are tossed into a carry-on. Morphine and
adrenaline syringes get spiked and capped-- A collection of
wigs, fake sideburns and moustaches get laid out, separated--"|stage direction
274||19.|unknown
275|LOCKE (CONT'D)|"...But understand that if an attempt
is made on his life..."|speech
